product_id,product_category,product_name,review_description,number_stars,review_date,customer_id,customer_name,zip_code,customer_age
P020,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,De ervaring was wisselend met zowel pluspunten als minpunten nummer 2,3,22/02/2024,C0110,Sanne Bakker,5975,59.0
P003,Rolstoelvriendelijke vakanties,Limburgse Heuvelland Week,Er waren veel problemen met de planning en te weinig hulp nummer 2,1,24/04/2022,C0166,,1885,71.0
P012,Zonnebloem-boottochten,Avondvaart Randstad Havengebied,Zeer tevreden over de begeleiding en de goede organisatie nummer 11,5,2024-03-26,C0160,Jan de Vries,2129,63.0
P019,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,Er waren veel problemen met de planning en te weinig hulp nummer 1,1,06-03-2025,C0057,L Verhoeven,8912,69.0
P010,Zonnebloem-boottochten,MPS Zonnebloem Voorjaarscruise,Er waren veel problemen met de planning en te weinig hulp nummer 2,1,2023-05-19,C0005,M. Jansen,2927,8.0
P008,Toegankelijke dagjes uit,Toegankelijke Stranddag Zeeland,De ervaring was wisselend met zowel pluspunten als minpunten nummer 8,3,24/01/2024,C0085,,8223,57.0
P006,Toegankelijke dagjes uit,Rolstoelvriendelijk Museumarrangement,Zeer tevreden over de begeleiding en de goede organisatie nummer 18,5,08/09/2024,C0008,Eva Kuipers,7507,86.0
P020,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,Zeer tevreden over de begeleiding en de goede organisatie nummer 12,5,03/10/2022,C0043,T Willems,1240,71.0
P020,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,Zeer tevreden over de begeleiding en de goede organisatie nummer 16,5,25-11-2025,C0177,Anja Koster,8438,69.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,Zeer tevreden over de begeleiding en de goede organisatie nummer 13,5,2023-01-27,C0033,,9852,71.0
P015,Hulpmiddelen & Comfortproducten,Bedtafel Verstelbaar Zonnebloem,Zeer tevreden over de begeleiding en de goede organisatie nummer 10,5,07-10-2024,C0070,Karin de Groot,4547,67.0
P016,Hulpmiddelen & Comfortproducten,Steunkussen Extra Hoog,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 29,4,24-03-2023,C0126,,5713,63.0
P018,Vrijwilligersdiensten,Mee-naar-ziekenhuis Service,Zeer tevreden over de begeleiding en de goede organisatie nummer 20,5,21/08/2024,C0016,,1274,78.0
P004,Rolstoelvriendelijke vakanties,All-inclusive Veluwe Arrangement,De ervaring was wisselend met zowel pluspunten als minpunten nummer 9,3,15-07-2023,C0164,B. Smit,6056,64.0
P015,Hulpmiddelen & Comfortproducten,Bedtafel Verstelbaar Zonnebloem,Zeer tevreden over de begeleiding en de goede organisatie nummer 2,5,15/04/2024,C0187,E. Kuipers,8847,73.0
P013,Hulpmiddelen & Comfortproducten,Zonnebloem Rolstoelkussen Comfort,Zeer tevreden over de begeleiding en de goede organisatie nummer 14,5,03/12/2022,C0040,,5141,56.0
P002,Rolstoelvriendelijke vakanties,All-in Spanje Rolstoelvakantie,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 29,4,24-09-2024,C0092,Jan de Vries,7164,62.0
P007,Toegankelijke dagjes uit,Stadswandeling met Vrijwilliger,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 29,4,05-02-2023,C0177,,9865,76.0
P010,Zonnebloem-boottochten,MPS Zonnebloem Voorjaarscruise,De ervaring was wisselend met zowel pluspunten als minpunten nummer 4,3,15-03-2024,C0163,A El Amrani,9409,58.0
P008,Toegankelijke dagjes uit,Toegankelijke Stranddag Zeeland,Zeer tevreden over de begeleiding en de goede organisatie nummer 2,5,02-09-2022,C0108,B Smit,,71.0
P017,Vrijwilligersdiensten,Boodschappenservice Zonnebloem,Zeer tevreden over de begeleiding en de goede organisatie nummer 11,5,19-12-2022,C0155,L Verhoeven,6985,64.0
P012,Zonnebloem-boottochten,Avondvaart Randstad Havengebied,Zeer tevreden over de begeleiding en de goede organisatie nummer 17,5,20-01-2022,C0070,A El Amrani,6747,63.0
P013,Hulpmiddelen & Comfortproducten,Zonnebloem Rolstoelkussen Comfort,De ervaring was wisselend met zowel pluspunten als minpunten nummer 8,3,2022-03-13,C0033,Naomi Visser,8350,150.0
P010,Zonnebloem-boottochten,MPS Zonnebloem Voorjaarscruise,Zeer tevreden over de begeleiding en de goede organisatie nummer 15,5,2024-06-21,C0140,,8755,71.0
P018,Vrijwilligersdiensten,Mee-naar-ziekenhuis Service,Zeer tevreden over de begeleiding en de goede organisatie nummer 9,5,25-09-2024,C0137,Naomi Visser,5532,69.0
P005,Toegankelijke dagjes uit,Dagtocht Toegankelijk Dierenpark,Zeer tevreden over de begeleiding en de goede organisatie nummer 10,5,11/06/2024,C0187,Lisa Verhoeven,7787,63.0
P011,Zonnebloem-boottochten,Dagtocht Rivierenland met MPS,Er waren veel problemen met de planning en te weinig hulp nummer 6,1,13/11/2023,C0015,Jan de Vries,9935,61.0
P004,Rolstoelvriendelijke vakanties,All-inclusive Veluwe Arrangement,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 23,4,22/07/2023,C0014,Jan de Vries,1323,72.0
P003,Rolstoelvriendelijke vakanties,Limburgse Heuvelland Week,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 26,4,26-03-2025,C0042,Naomi Visser,3836,71.0
P004,Rolstoelvriendelijke vakanties,All-inclusive Veluwe Arrangement,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 23,4,22/07/2023,C0014,Jan de Vries,1323,72.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,Zeer tevreden over de begeleiding en de goede organisatie nummer 4,5,13-07-2023,C0043,Piet van Dijk,7795,74.0
P012,Zonnebloem-boottochten,Avondvaart Randstad Havengebied,De ervaring was wisselend met zowel pluspunten als minpunten nummer 7,3,2024-04-12,C0110,Ahmed El Amrani,1618,67.0
P010,Zonnebloem-boottochten,MPS Zonnebloem Voorjaarscruise,Er waren veel problemen met de planning en te weinig hulp nummer 2,1,2023-05-19,C0005,M. Jansen,2927,8.0
P019,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,Zeer tevreden over de begeleiding en de goede organisatie nummer 7,5,16-10-2022,C0059,T Willems,3257,67.0
P013,Hulpmiddelen & Comfortproducten,Zonnebloem Rolstoelkussen Comfort,De ervaring was wisselend met zowel pluspunten als minpunten nummer 8,3,2022-03-13,C0033,Naomi Visser,8350,150.0
